Time,DigitalTherm,Thermistor
30:27.8,14.51,14.38
30:33.5,14.45,14.38
30:39.2,14.53,14.38
30:44.9,14.49,14.38
30:50.6,14.51,14.38
30:56.3,14.51,14.38
31:01.9,14.47,14.38
31:07.6,14.45,14.38
31:13.3,14.47,14.38
31:19.0,14.49,14.38
31:24.7,14.47,14.38
31:30.4,14.47,14.38
31:36.1,14.51,14.38
31:41.8,14.49,14.38
31:47.4,14.53,14.38
31:53.1,14.49,14.38
31:58.8,14.51,14.38
32:04.5,14.45,14.38
32:10.2,14.49,14.38
32:15.9,14.45,14.38
32:21.6,14.47,14.38
32:27.3,14.51,14.38
32:33.0,14.45,14.38
32:38.7,14.47,14.38
32:44.3,14.51,14.38
32:50.0,14.51,14.38
32:55.7,14.49,14.38
33:01.4,14.45,14.38
33:07.1,14.53,14.38
33:12.8,14.49,14.38
33:18.4,14.51,14.38
33:24.1,14.47,14.38
33:29.8,14.51,14.38
33:35.5,14.49,14.38
33:41.2,14.51,14.38
33:46.9,14.49,14.38
33:52.6,14.49,14.38
33:58.3,14.51,14.38
34:04.0,14.47,14.38
34:09.6,14.49,14.38
34:15.3,14.47,14.38
34:21.0,14.53,14.38
34:26.7,14.45,14.38
34:32.4,14.53,14.38
34:38.1,14.45,14.38
34:43.8,14.49,14.38
34:49.4,14.49,14.38
34:55.1,14.49,14.38
35:00.8,14.49,14.38
35:06.5,14.49,14.38
35:12.2,14.47,14.38
35:17.9,14.51,14.38
35:23.6,14.45,14.38
35:29.3,14.49,14.38
35:35.0,14.45,14.38
35:40.6,14.51,14.38
35:46.3,14.47,14.38
35:52.0,14.53,14.38
35:57.7,14.45,14.38
36:03.4,14.49,14.38
36:09.1,14.49,14.38
36:14.8,14.49,14.38
36:20.4,14.45,14.38
36:26.1,14.49,14.38
36:31.8,14.45,14.38
36:37.5,14.47,14.38
36:43.2,14.43,14.38
36:48.9,14.47,14.38
36:54.6,14.49,14.38
37:00.3,14.47,14.38
37:05.9,14.49,14.38
37:11.6,14.47,14.38
37:17.3,14.47,14.38
37:23.0,14.49,14.38
37:28.7,14.47,14.38
37:34.4,14.47,14.38
37:40.1,14.47,14.38
37:45.8,14.45,14.38
37:51.5,14.51,14.38
37:57.1,14.49,14.38
38:02.8,14.47,14.38
38:08.5,14.47,14.38
38:14.2,14.51,14.38
38:19.9,14.47,14.38
38:25.6,14.49,14.38
38:31.3,14.49,14.38
38:37.0,14.51,14.38
38:42.6,14.49,14.38
38:48.3,14.47,14.38
38:54.0,14.47,14.38
38:59.7,14.51,14.38
39:05.4,14.47,14.38
39:11.1,14.45,14.31
39:16.8,14.49,14.38
39:22.5,14.49,14.38
39:28.1,14.51,14.38
39:33.8,14.43,14.38
39:39.5,14.45,14.38
39:45.2,14.49,14.38
39:50.9,14.49,14.31
39:56.6,14.51,14.38
40:02.3,14.43,14.38
40:07.9,14.45,14.38
40:13.6,14.43,14.38
40:19.3,14.47,14.38
40:25.0,14.45,14.38
40:30.7,14.51,14.31
40:36.4,14.53,14.38
40:42.1,14.47,14.38
40:47.8,14.51,14.31
40:53.4,14.47,14.38
40:59.1,14.45,14.38
41:04.8,14.47,14.38
41:10.5,14.45,14.38
41:16.2,14.49,14.38
41:21.9,14.51,14.38
41:27.6,14.49,14.38
41:33.3,14.49,14.38
41:38.9,14.45,14.38
41:44.6,14.49,14.31
41:50.3,14.49,14.38
41:56.0,14.47,14.38
42:01.7,14.47,14.38
42:07.4,14.49,14.38
42:13.1,14.47,14.31
42:18.7,14.47,14.38
42:24.5,14.47,14.38
42:30.1,14.45,14.31
42:35.8,14.49,14.38
42:41.5,14.47,14.38
42:47.2,14.45,14.31
42:52.9,14.43,14.38
42:58.6,14.45,14.38
43:04.3,14.49,14.38
43:09.9,14.47,14.31
43:15.6,14.45,14.38
43:21.3,14.45,14.38
43:27.0,14.43,14.38
43:32.7,14.49,14.38
43:38.4,14.45,14.38
43:44.1,14.45,14.38
43:49.8,14.49,14.38
43:55.4,14.47,14.38
44:01.1,14.41,14.38
44:06.8,14.49,14.38
44:12.5,14.47,14.38
44:18.2,14.47,14.38
44:23.9,14.47,14.38
44:29.6,14.49,14.38
44:35.3,14.45,14.38
44:41.0,14.47,14.31
44:46.6,14.47,14.38
44:52.4,14.43,14.38
44:58.0,14.45,14.38
45:03.7,14.51,14.38
45:09.4,14.45,14.31
45:15.1,14.43,14.31
45:20.8,14.45,14.31
45:26.4,14.49,14.38
45:32.1,14.47,14.38
45:37.8,14.41,14.38
45:43.5,14.49,14.38
45:49.2,14.47,14.38
45:54.9,14.45,14.38
46:00.6,14.45,14.38
46:06.3,14.47,14.31
46:12.0,14.45,14.38
46:17.6,14.45,14.38
46:23.3,14.43,14.38
46:29.0,14.47,14.38
46:34.7,14.49,14.31
46:40.4,14.45,14.31
46:46.1,14.47,14.31
46:51.8,14.43,14.38
46:57.5,14.49,14.31
47:03.1,14.45,14.31
47:08.8,14.43,14.38
47:14.5,14.45,14.31
47:20.2,14.47,14.31
47:25.9,14.43,14.31
47:31.6,14.45,14.38
47:37.3,14.49,14.31
47:43.0,14.43,14.31
47:48.6,14.47,14.31
47:54.3,14.47,14.38
48:00.0,14.47,14.38
48:05.7,14.45,14.31
48:11.4,14.45,14.31
48:17.1,14.41,14.38
48:22.8,14.49,14.38
48:28.4,14.43,14.38
48:34.2,14.49,14.31
48:39.8,14.43,14.31
48:45.5,14.45,14.31
48:51.2,14.47,14.31
48:56.9,14.45,14.31
49:02.6,14.47,14.31
49:08.3,14.49,14.31
49:14.0,14.47,14.31
49:19.7,14.45,14.38
49:25.3,14.43,14.31
49:31.0,14.47,14.31
49:36.7,14.45,14.31
49:42.4,14.47,14.31
49:48.1,14.45,14.31
49:53.8,14.45,14.31
49:59.5,14.47,14.38
50:05.1,14.43,14.31
50:10.8,14.49,14.31
50:16.5,14.43,14.31
50:22.2,14.47,14.31
50:27.9,14.45,14.31
50:33.6,14.45,14.31
50:39.3,14.47,14.38
50:44.9,14.45,14.31
50:50.6,14.47,14.31
50:56.3,14.45,14.31
51:02.0,14.43,14.31
51:07.7,14.49,14.31
51:13.4,14.45,14.38
51:19.1,14.43,14.38
51:24.8,14.45,14.31
51:30.5,14.43,14.31
51:36.1,14.43,14.31
51:41.8,14.43,14.31
51:47.5,14.43,14.31
51:53.2,14.45,14.31
51:58.9,14.47,14.31
52:04.6,14.43,14.31
52:10.3,14.45,14.31
52:16.0,14.43,14.31
52:21.6,14.43,14.38
52:27.3,14.45,14.31
52:33.0,14.43,14.31
52:38.7,14.45,14.31
52:44.4,14.49,14.31
52:50.1,14.49,14.31
52:55.8,14.49,14.38
53:01.5,14.45,14.31
53:07.1,14.43,14.31
53:12.8,14.43,14.31
53:18.5,14.43,14.38
53:24.2,14.43,14.31
53:29.9,14.47,14.31
53:35.6,14.47,14.31
53:41.3,14.41,14.31
53:46.9,14.47,14.31
53:52.7,14.43,14.31
53:58.3,14.43,14.31
54:04.0,14.39,14.31
54:09.7,14.49,14.31
54:15.4,14.41,14.31
54:21.1,14.45,14.31
54:26.8,14.45,14.31
54:32.5,14.43,14.31
54:38.1,14.49,14.31
54:43.8,14.45,14.31
54:49.5,14.45,14.31
54:55.2,14.47,14.31
55:00.9,14.47,14.31
55:06.6,14.41,14.31
55:12.2,14.49,14.38
55:17.9,14.47,14.31
55:23.6,14.43,14.31
55:29.3,14.41,14.31
55:35.0,14.47,14.31
55:40.7,14.43,14.31
55:46.4,14.43,14.31
55:52.1,14.49,14.31
55:57.8,14.43,14.31
56:03.5,14.43,14.31
56:09.1,14.47,14.31
56:14.8,14.45,14.31
56:20.5,14.41,14.31
56:26.2,14.45,14.31
56:31.9,14.49,14.31
56:37.6,14.45,14.31
56:43.3,14.41,14.31
56:49.0,14.43,14.31
56:54.6,14.45,14.31
57:00.3,14.41,14.31
57:06.0,14.41,14.31
57:11.7,14.41,14.31
57:17.4,14.43,14.31
57:23.1,14.45,14.31
57:28.8,14.45,14.31
57:34.5,14.47,14.31
57:40.1,14.49,14.31
57:45.8,14.43,14.31
57:51.5,14.41,14.31
57:57.2,14.47,14.31
58:02.9,14.43,14.31
58:08.6,14.45,14.31
58:14.3,14.45,14.31
58:20.0,14.43,14.31
58:25.7,14.43,14.31
58:31.3,14.47,14.31
58:37.0,14.45,14.31
58:42.7,14.43,14.31
58:48.4,14.45,14.31
58:54.1,14.43,14.31
58:59.7,14.45,14.31
59:05.4,14.47,14.31
59:11.2,14.43,14.31
59:16.8,14.45,14.31
59:22.5,14.41,14.31
59:28.2,14.45,14.31
59:33.9,14.45,14.31
59:39.6,14.43,14.31
59:45.3,14.45,14.31
59:51.0,14.41,14.31
59:56.6,14.43,14.31
00:02.3,14.45,14.31
00:08.0,14.41,14.31
00:13.7,14.45,14.31
00:19.4,14.41,14.31
00:25.1,14.41,14.31
00:30.8,14.41,14.31
00:36.5,14.43,14.31
00:42.1,14.41,14.31
00:47.8,14.49,14.31
00:53.5,14.43,14.31
00:59.2,14.45,14.31
01:04.9,14.45,14.31
01:10.6,14.45,14.31
01:16.3,14.43,14.31
01:22.0,14.45,14.31
01:27.7,14.43,14.31
01:33.3,14.45,14.31
01:39.0,14.45,14.31
01:44.7,14.45,14.31
01:50.4,14.41,14.31
01:56.1,14.45,14.31
02:01.8,14.41,14.31
02:07.5,14.45,14.31
02:13.1,14.41,14.31
02:18.8,14.45,14.31
02:24.5,14.45,14.31
02:30.2,14.41,14.31
02:35.9,14.47,14.31
02:41.6,14.47,14.31
02:47.3,14.47,14.31
02:52.9,14.45,14.31
02:58.6,14.47,14.31
03:04.3,14.39,14.31
03:10.0,14.45,14.31
03:15.7,14.45,14.31
03:21.4,14.43,14.31
03:27.1,14.41,14.31
03:32.8,14.41,14.31
03:38.5,14.45,14.31
03:44.1,14.43,14.31
03:49.8,14.47,14.31
03:55.5,14.45,14.31
04:01.2,14.43,14.31
04:06.9,14.47,14.31
04:12.6,14.41,14.31
04:18.3,14.41,14.31
04:23.9,14.43,14.31
04:29.6,14.45,14.31
04:35.3,14.45,14.31
04:41.0,14.39,14.31
04:46.7,14.45,14.31
04:52.4,14.39,14.31
04:58.1,14.41,14.31
05:03.8,14.43,14.31
05:09.5,14.45,14.31
05:15.1,14.39,14.31
05:20.9,14.39,14.31
05:26.5,14.45,14.31
05:32.2,14.41,14.31
05:37.9,14.45,14.31
05:43.6,14.45,14.31
05:49.3,14.39,14.31
05:54.9,14.43,14.31
06:00.6,14.45,14.31
06:06.3,14.47,14.31
06:12.0,14.43,14.31
06:17.7,14.41,14.31
06:23.4,14.45,14.31
06:29.1,14.41,14.31
06:34.8,14.45,14.31
06:40.5,14.43,14.31
06:46.1,14.41,14.31
06:51.8,14.41,14.31
06:57.5,14.47,14.31
07:03.2,14.43,14.31
07:08.9,14.37,14.31
07:14.6,14.41,14.31
07:20.3,14.43,14.31
07:25.9,14.43,14.31
07:31.6,14.45,14.31
07:37.3,14.45,14.31
07:43.0,14.43,14.31
07:48.7,14.41,14.31
07:54.4,14.39,14.31
08:00.1,14.41,14.31
08:05.8,14.43,14.31
08:11.5,14.47,14.31
08:17.1,14.43,14.31
08:22.8,14.45,14.31
08:28.5,14.43,14.31
08:34.2,14.41,14.31
08:39.9,14.41,14.31
08:45.6,14.43,14.31
08:51.3,14.43,14.31
08:56.9,14.41,14.31
09:02.6,14.41,14.31
09:08.3,14.41,14.31
09:14.0,14.43,14.31
09:19.7,14.39,14.31
09:25.4,14.41,14.31
09:31.1,14.47,14.31
09:36.8,14.45,14.31
09:42.4,14.43,14.31
09:48.1,14.41,14.31
09:53.8,14.43,14.31
09:59.5,14.45,14.31
10:05.2,14.39,14.31
10:10.9,14.45,14.31
10:16.6,14.43,14.31
10:22.3,14.41,14.31
10:28.0,14.41,14.31
10:33.7,14.45,14.31
10:39.3,14.39,14.31
10:45.0,14.41,14.31
10:50.7,14.45,14.31
10:56.4,14.43,14.31
11:02.1,14.39,14.31
11:07.8,14.43,14.31
11:13.4,14.43,14.31
11:19.1,14.41,14.31
11:24.8,14.41,14.31
11:30.5,14.39,14.31
11:36.2,14.45,14.31
11:41.9,14.43,14.31
11:47.6,14.43,14.31
11:53.3,14.43,14.31
11:59.0,14.41,14.31
12:04.6,14.43,14.31
12:10.3,14.39,14.31
12:16.0,14.43,14.31
12:21.7,14.43,14.25
12:27.4,14.43,14.31
12:33.1,14.39,14.31
12:38.8,14.41,14.31
12:44.5,14.43,14.25
12:50.1,14.43,14.31
12:55.8,14.41,14.31
13:01.5,14.39,14.31
13:07.2,14.39,14.31
13:12.9,14.37,14.31
13:18.6,14.43,14.31
13:24.3,14.39,14.31
13:29.9,14.43,14.31
13:35.6,14.43,14.31
13:41.3,14.47,14.31
13:47.0,14.41,14.25
13:52.7,14.41,14.31
13:58.4,14.37,14.31
14:04.1,14.39,14.31
14:09.8,14.41,14.31
14:15.5,14.43,14.31
14:21.1,14.41,14.31
14:26.8,14.41,14.31
14:32.5,14.39,14.31
14:38.2,14.41,14.31
14:43.9,14.41,14.31
14:49.6,14.37,14.31
14:55.3,14.43,14.31
15:01.0,14.41,14.31
15:06.6,14.41,14.31
15:12.3,14.39,14.31
15:18.0,14.39,14.31
15:23.7,14.33,14.31
15:29.4,14.43,14.31
15:35.1,14.43,14.31
15:40.8,14.43,14.25
15:46.4,14.39,14.25
15:52.1,14.43,14.31
15:57.8,14.39,14.31
16:03.5,14.41,14.31
16:09.2,14.41,14.31
16:14.9,14.41,14.31
16:20.6,14.45,14.31
16:26.3,14.45,14.31
16:31.9,14.41,14.31
16:37.7,14.45,14.31
16:43.3,14.41,14.25
16:49.0,14.37,14.31
16:54.7,14.37,14.31
17:00.4,14.39,14.31
17:06.1,14.41,14.25
17:11.8,14.39,14.31
17:17.4,14.39,14.25
17:23.2,14.37,14.31
17:28.8,14.41,14.25
17:34.5,14.41,14.31
17:40.2,14.41,14.31
17:45.9,14.45,14.25
17:51.6,14.41,14.31
17:57.3,14.37,14.31
18:03.0,14.39,14.31
18:08.6,14.43,14.31
18:14.3,14.43,14.31
18:20.0,14.37,14.31
18:25.7,14.39,14.25
18:31.4,14.39,14.25
18:37.1,14.41,14.31
18:42.8,14.41,14.31
18:48.4,14.37,14.31
18:54.1,14.41,14.25
18:59.8,14.37,14.31
19:05.5,14.41,14.31
19:11.2,14.41,14.25
19:16.9,14.41,14.31
19:22.6,14.41,14.31
19:28.3,14.43,14.31
19:34.0,14.41,14.31
19:39.6,14.41,14.31
19:45.3,14.41,14.31
19:51.0,14.41,14.25
19:56.7,14.39,14.25
20:02.4,14.39,14.25
20:08.1,14.39,14.25
20:13.8,14.41,14.31
20:19.4,14.43,14.31
20:25.2,14.39,14.31
20:30.8,14.43,14.25
20:36.5,14.45,14.25
20:42.2,14.41,14.31
20:47.9,14.39,14.25
20:53.6,14.39,14.25
20:59.3,14.41,14.25
21:04.9,14.43,14.25
21:10.6,14.43,14.25
21:16.3,14.39,14.25
21:22.0,14.43,14.25
21:27.7,14.43,14.31
21:33.4,14.43,14.25
21:39.1,14.39,14.31
21:44.8,14.43,14.25
21:50.5,14.41,14.25
21:56.1,14.41,14.25
22:01.8,14.35,14.25
22:07.5,14.39,14.25
22:13.2,14.41,14.25
22:18.9,14.45,14.25
22:24.6,14.41,14.25
22:30.3,14.43,14.25
22:36.0,14.37,14.25
22:41.6,14.37,14.25
22:47.3,14.39,14.25
22:53.0,14.37,14.25
22:58.7,14.41,14.31
23:04.4,14.41,14.25
23:10.1,14.41,14.25
23:15.8,14.37,14.25
23:21.5,14.43,14.25
23:27.1,14.43,14.25
23:32.8,14.39,14.31
23:38.5,14.37,14.25
23:44.2,14.39,14.31
23:49.9,14.39,14.31
23:55.6,14.39,14.25
24:01.3,14.39,14.25
24:06.9,14.37,14.31
24:12.6,14.39,14.25
24:18.3,14.47,14.31
24:24.0,14.41,14.31
24:29.7,14.39,14.25
24:35.4,14.39,14.25
24:41.1,14.45,14.25
24:46.8,14.43,14.31
24:52.5,14.35,14.31
24:58.2,14.43,14.31
25:03.9,14.43,14.31
25:09.5,14.39,14.25
25:15.2,14.39,14.25
25:20.9,14.41,14.25
25:26.6,14.39,14.31
25:32.3,14.41,14.25
25:38.0,14.39,14.31
25:43.7,14.41,14.25
25:49.3,14.41,14.25
25:55.0,14.35,14.25
26:00.7,14.37,14.31
26:06.4,14.39,14.25
26:12.1,14.39,14.25
26:17.8,14.37,14.25
26:23.5,14.37,14.31
26:29.1,14.43,14.25
26:34.8,14.39,14.31
26:40.5,14.35,14.25
26:46.2,14.35,14.25
26:51.9,14.41,14.25
26:57.6,14.37,14.25
27:03.3,14.39,14.25
27:09.0,14.43,14.25
27:14.6,14.35,14.25
27:20.3,14.41,14.25
27:26.0,14.37,14.25
27:31.7,14.39,14.25
27:37.4,14.39,14.25
27:43.1,14.37,14.25
27:48.8,14.41,14.31
27:54.5,14.43,14.25
28:00.2,14.35,14.25
28:05.8,14.39,14.25
28:11.5,14.43,14.25
28:17.2,14.41,14.25
28:22.9,14.35,14.25
28:28.6,14.41,14.25
28:34.3,14.41,14.25
28:39.9,14.39,14.25
28:45.7,14.39,14.25
28:51.3,14.39,14.25
28:57.0,14.37,14.25
29:02.7,14.37,14.25
29:08.4,14.39,14.25
29:14.1,14.39,14.25
29:19.8,14.39,14.25
29:25.5,14.43,14.25
29:31.1,14.41,14.25
29:36.8,14.41,14.25
29:42.5,14.39,14.25
29:48.2,14.39,14.25
29:53.9,14.39,14.25
29:59.6,14.43,14.25
30:05.3,14.43,14.31
30:11.0,14.39,14.25
30:16.6,14.39,14.25
30:22.3,14.37,14.25
30:28.0,14.37,14.25
30:33.7,14.37,14.25
30:39.4,14.35,14.25
30:45.1,14.37,14.25
30:50.8,14.39,14.25
30:56.5,14.39,14.25
31:02.1,14.41,14.25
31:07.8,14.41,14.25
31:13.5,14.43,14.25
31:19.2,14.39,14.25
31:24.9,14.41,14.25
31:30.6,14.41,14.25
31:36.3,14.43,14.25
31:42.0,14.39,14.25
31:47.6,14.37,14.25
31:53.3,14.33,14.25
31:59.0,14.39,14.25
32:04.7,14.39,14.25
32:10.4,14.39,14.25
32:16.1,14.33,14.25
32:21.8,14.35,14.25
32:27.4,14.37,14.25
32:33.1,14.39,14.25
32:38.8,14.37,14.25
32:44.5,14.37,14.25
32:50.2,14.39,14.25
32:55.9,14.41,14.25
33:01.6,14.39,14.25
33:07.3,14.37,14.31
33:12.9,14.37,14.25
33:18.6,14.39,14.25
33:24.3,14.37,14.25
33:30.0,14.35,14.25
33:35.7,14.37,14.25
33:41.4,14.35,14.25
33:47.1,14.37,14.25
33:52.8,14.41,14.25
33:58.4,14.41,14.25
34:04.1,14.39,14.25
34:09.8,14.33,14.25
34:15.5,14.39,14.25
34:21.2,14.35,14.25
34:26.9,14.39,14.25
34:32.6,14.35,14.25
34:38.3,14.39,14.25
34:44.0,14.35,14.25
34:49.6,14.37,14.25
34:55.3,14.37,14.25
35:01.0,14.37,14.25
35:06.7,14.39,14.25
35:12.4,14.41,14.25
35:18.1,14.41,14.25
35:23.8,14.39,14.25
35:29.5,14.37,14.25
35:35.2,14.37,14.25
35:40.8,14.39,14.25
35:46.5,14.37,14.25
35:52.2,14.41,14.25
35:57.9,14.37,14.25
36:03.6,14.35,14.25
36:09.3,14.35,14.25
36:15.0,14.37,14.25
36:20.6,14.35,14.25
36:26.3,14.33,14.25
36:32.0,14.37,14.25
36:37.7,14.37,14.25
36:43.4,14.37,14.25
36:49.1,14.35,14.25
36:54.8,14.41,14.25
37:00.4,14.41,14.25
37:06.2,14.41,14.25
37:11.8,14.39,14.25
37:17.5,14.35,14.25
37:23.2,14.33,14.25
37:28.9,14.35,14.25
37:34.6,14.37,14.25
37:40.3,14.37,14.25
37:46.0,14.37,14.25
37:51.6,14.37,14.25
37:57.3,14.39,14.25
38:03.0,14.37,14.25
38:08.7,14.41,14.25
38:14.4,14.39,14.25
38:20.1,14.41,14.25
38:25.8,14.37,14.25
38:31.4,14.35,14.25
38:37.2,14.37,14.25
38:42.8,14.39,14.25
38:48.5,14.39,14.25
38:54.2,14.35,14.25
38:59.9,14.35,14.25
39:05.6,14.35,14.25
39:11.3,14.41,14.25
39:16.9,14.35,14.25
39:22.6,14.37,14.25
39:28.3,14.37,14.25
39:34.0,14.39,14.25
39:39.7,14.37,14.25
39:45.4,14.35,14.25
39:51.1,14.35,14.25
39:56.8,14.37,14.25
40:02.5,14.37,14.25
40:08.2,14.35,14.25
40:13.8,14.35,14.25
40:19.5,14.39,14.25
40:25.2,14.35,14.25
40:30.9,14.37,14.25
40:36.6,14.35,14.25
40:42.3,14.39,14.25
40:48.0,14.39,14.25
40:53.6,14.37,14.25
40:59.3,14.37,14.25
41:05.0,14.37,14.25
41:10.7,14.39,14.25
41:16.4,14.39,14.25
41:22.1,14.39,14.25
41:27.8,14.41,14.25
41:33.5,14.35,14.25
41:39.1,14.39,14.25
41:44.8,14.33,14.25
41:50.5,14.39,14.25
41:56.2,14.39,14.25
42:01.9,14.41,14.25
42:07.6,14.35,14.25
42:13.3,14.37,14.25
42:19.0,14.33,14.25
42:24.6,14.39,14.25
42:30.3,14.35,14.25
42:36.0,14.39,14.25
42:41.7,14.35,14.25
42:47.4,14.39,14.25
42:53.1,14.33,14.25
42:58.8,14.39,14.25
43:04.4,14.37,14.25
43:10.2,14.37,14.25
43:15.8,14.35,14.25
43:21.5,14.41,14.25
43:27.2,14.33,14.25
43:32.9,14.37,14.25
43:38.6,14.39,14.25
43:44.3,14.33,14.25
43:50.0,14.37,14.25
43:55.6,14.33,14.25
44:01.3,14.39,14.19
44:07.0,14.35,14.25
44:12.7,14.35,14.25
44:18.4,14.37,14.25
44:24.1,14.33,14.25
44:29.8,14.39,14.25
44:35.5,14.33,14.25
44:41.2,14.35,14.25
44:46.9,14.35,14.25
44:52.5,14.33,14.25
44:58.2,14.37,14.25
45:03.9,14.37,14.25
45:09.6,14.33,14.25
45:15.3,14.35,14.25
45:21.0,14.39,14.25
45:26.6,14.39,14.25
45:32.3,14.35,14.25
45:38.0,14.33,14.25
45:43.7,14.37,14.25
45:49.4,14.33,14.25
45:55.1,14.35,14.25
46:00.8,14.37,14.25
46:06.5,14.31,14.25
46:12.2,14.35,14.25
46:17.8,14.35,14.25
46:23.5,14.31,14.19
46:29.2,14.33,14.25
46:34.9,14.31,14.25
46:40.6,14.33,14.25
46:46.3,14.33,14.25
46:52.0,14.35,14.25
46:57.6,14.33,14.25
47:03.3,14.33,14.25
47:09.0,14.33,14.25
47:14.7,14.37,14.25
47:20.4,14.35,14.25
47:26.1,14.39,14.25
47:31.8,14.37,14.25
47:37.5,14.33,14.25
47:43.1,14.33,14.25
47:48.8,14.37,14.25
47:54.5,14.35,14.25
48:00.2,14.31,14.25
48:05.9,14.35,14.25
48:11.6,14.35,14.25
48:17.3,14.33,14.25
48:23.0,14.41,14.25
48:28.7,14.37,14.25
48:34.4,14.37,14.25
48:40.0,14.35,14.25
48:45.7,14.35,14.25
48:51.4,14.41,14.25
48:57.1,14.37,14.25
49:02.8,14.29,14.25
49:08.5,14.33,14.25
49:14.1,14.37,14.25
49:19.8,14.35,14.25
49:25.5,14.35,14.25
49:31.2,14.35,14.19
49:36.9,14.33,14.25
49:42.6,14.37,14.25
49:48.3,14.37,14.25
49:54.0,14.37,14.25
49:59.7,14.37,14.25
50:05.3,14.29,14.25
50:11.0,14.35,14.25
50:16.7,14.35,14.19
50:22.4,14.35,14.25
50:28.1,14.33,14.25
50:33.8,14.37,14.25
50:39.5,14.35,14.25
50:45.1,14.39,14.25
50:50.8,14.31,14.25
50:56.5,14.37,14.25
51:02.2,14.39,14.25
51:07.9,14.37,14.25
51:13.6,14.35,14.25
51:19.3,14.33,14.25
51:25.0,14.37,14.25
51:30.7,14.37,14.25
51:36.4,14.33,14.25
51:42.0,14.35,14.25
51:47.7,14.39,14.25
51:53.4,14.35,14.19
51:59.1,14.31,14.19
52:04.8,14.31,14.25
52:10.5,14.39,14.19
52:16.1,14.35,14.25
52:21.8,14.35,14.19
52:27.5,14.37,14.25
52:33.2,14.37,14.25
52:38.9,14.31,14.25
52:44.6,14.35,14.19
52:50.3,14.33,14.25
52:56.0,14.35,14.25
53:01.7,14.37,14.25
53:07.3,14.35,14.25
53:13.0,14.35,14.25
53:18.7,14.35,14.25
53:24.4,14.37,14.25
53:30.1,14.31,14.19
53:35.8,14.37,14.25
53:41.5,14.33,14.19
53:47.1,14.35,14.19
53:52.9,14.37,14.25
53:58.5,14.35,14.25
54:04.2,14.33,14.25
54:09.9,14.35,14.25
54:15.6,14.33,14.25
54:21.3,14.35,14.25
54:27.0,14.31,14.25
54:32.7,14.37,14.19
54:38.4,14.33,14.25
54:44.0,14.35,14.19
54:49.7,14.33,14.25
54:55.4,14.31,14.25
55:01.1,14.35,14.19
55:06.8,14.35,14.19
55:12.5,14.33,14.19
55:18.1,14.33,14.25
55:23.8,14.35,14.25
55:29.5,14.37,14.19
55:35.2,14.35,14.19
55:40.9,14.33,14.25
55:46.6,14.33,14.25
55:52.3,14.37,14.25
55:57.9,14.33,14.25
56:03.6,14.37,14.25
56:09.4,14.31,14.19
56:15.0,14.35,14.19
56:20.7,14.29,14.25
56:26.4,14.33,14.19
56:32.1,14.35,14.19
56:37.8,14.35,14.19
56:43.5,14.33,14.25
56:49.2,14.35,14.19
56:54.8,14.35,14.25
57:00.5,14.31,14.19
57:06.2,14.39,14.25
57:11.9,14.33,14.19
57:17.6,14.33,14.25
57:23.3,14.39,14.19
57:29.0,14.37,14.25
57:34.7,14.35,14.19
57:40.3,14.35,14.19
57:46.0,14.29,14.19
57:51.7,14.35,14.19
57:57.4,14.33,14.19
58:03.1,14.31,14.19
58:08.8,14.35,14.19
58:14.5,14.35,14.19
58:20.1,14.33,14.19
58:25.9,14.31,14.19
58:31.5,14.39,14.19
58:37.2,14.31,14.19
58:42.9,14.37,14.25
58:48.6,14.37,14.19
58:54.3,14.33,14.19
59:00.0,14.35,14.25
59:05.7,14.37,14.19
59:11.4,14.35,14.19
59:17.0,14.31,14.19
59:22.7,14.37,14.19
59:28.4,14.31,14.19
59:34.1,14.31,14.19
59:39.8,14.37,14.19
59:45.5,14.31,14.19
59:51.2,14.33,14.19
59:56.8,14.35,14.19
00:02.5,14.31,14.19
00:08.2,14.37,14.25
00:13.9,14.33,14.19
00:19.6,14.33,14.25
00:25.3,14.33,14.19
00:31.0,14.31,14.19
00:36.6,14.39,14.25
00:42.4,14.33,14.19
00:48.0,14.33,14.19
00:53.7,14.37,14.19
00:59.4,14.31,14.19
01:05.1,14.29,14.19
01:10.8,14.35,14.19
01:16.5,14.33,14.25
01:22.2,14.33,14.19
01:27.8,14.35,14.19
01:33.5,14.29,14.19
01:39.2,14.27,14.25
01:44.9,14.35,14.25
01:50.6,14.33,14.25
01:56.3,14.31,14.19
02:02.0,14.33,14.19
02:07.6,14.33,14.19
02:13.3,14.37,14.19
02:19.0,14.33,14.25
02:24.7,14.37,14.19
02:30.4,14.35,14.19
02:36.1,14.29,14.19
02:41.8,14.37,14.25
02:47.5,14.33,14.19
02:53.2,14.35,14.25
02:58.8,14.35,14.19
03:04.5,14.33,14.19
03:10.2,14.35,14.19
03:15.9,14.35,14.19
03:21.6,14.33,14.19
03:27.3,14.37,14.19
03:33.0,14.33,14.19
03:38.6,14.35,14.19
03:44.4,14.33,14.19
03:50.0,14.31,14.19
03:55.7,14.35,14.25
04:01.4,14.33,14.19
04:07.1,14.33,14.19
04:12.8,14.33,14.19
04:18.5,14.37,14.19
04:24.1,14.33,14.19
04:29.8,14.37,14.19
04:35.5,14.33,14.19
04:41.2,14.29,14.19
04:46.9,14.35,14.19
04:52.6,14.37,14.19
04:58.3,14.31,14.19
